table_name,field_name,field_alias,field_description,unit,missing_pct,share_zero,skewness,distribution_shape,recommended_transform,pros,cons
ANALYSIS_DIS_AC,PATCH_A_M,Medium Severity Patches Area,Area of patching with moderate severity distress or patch deterioration.,sq m,0.015270672673131251,0.9528064146620847,17.639667049398703,binary_like,binary_classification,high coverage; physically interpretable unit (sq m),"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,POTHOLES_A,Potholes Area Total,Total pothole area.,sq m,0.015270672673131251,0.976479572355861,45.048406016248,binary_like,binary_classification,high coverage; physically interpretable unit (sq m),"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,POTHOLES_A_H,High Severity Pothole Area,Area of high severity potholes (more than 50 mm deep).,sq m,0.015270672673131251,0.99106529209622,66.25714704318666,binary_like,binary_classification,high coverage; physically interpretable unit (sq m),"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.),m,0.015270672673131251,0.8306223749522719,8.033473605690084,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,BLOCKVERSE_CRACKING,Blockverse Crack Area,Transverse cracking area at a foot-length plus the block cracking area. Used as a measure to identify change in distress definition.,sq m,0.022906009009696877,0.3768138078509241,3.89578851397047,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,PATCH_A,Patches Area Total,Total area of patching.,sq m,0.022906009009696877,0.8842217809683824,9.189895404103384,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m),strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,PATCH_A_L,Low Severity Patches Area,Area of patching with low severity distress or patch deterioration.,sq m,0.022906009009696877,0.9363830762181151,13.282484421553388,binary_like,binary_classification,high coverage; physically interpretable unit (sq m),"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,TRANS_CRACK_L,Transverse Crack Length Total,Total transverse cracking length.,m,0.022906009009696877,0.3988849854895372,2.129093390831603,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,Length of low severity transverse cracking. (Cracks of unknown width well sealed or with mean width of 6 mm or less.),m,0.022906009009696877,0.4238582556896288,3.0007065290863144,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Crack mean width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.),m,0.022906009009696877,0.6516725217656942,3.8266007426362556,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,EDGE_CRACK_L,Edge Crack Length,Total length of edge cracking.,m,0.030541345346262502,0.9820514778889483,10.661645220645827,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_H,High Severity Wheel Path Longitudinal Crack Length,"Length of high severity, longitudinal cracking in wheel path. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,0.030541345346262502,0.9761704727717101,29.786454816602934,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_M,Medium Severity Wheel Path Longitudinal Crack Length,"Length of moderate severity, longitudinal cracking in wheel path. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,0.030541345346262502,0.9239288169250744,13.380136437771158,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_H,High Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of high severity, well sealed longitudinal cracking in wheel path. (Crack mean width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,0.030541345346262502,0.9966394256472925,52.15308462968252,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,GATOR_CRACK_A_H,High Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of high severity. (Moderately or severely spalled interconnected cracks, may be sealed, pumping may be evident.)",sq m,0.03817668168282813,0.9036052551176291,9.900616491645453,binary_like,binary_classification,high coverage; physically interpretable unit (sq m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_L,Low Severity Wheel Path Longitudinal Crack Length,"Length of low severity, longitudinal cracking in wheel path. (Cracks of unknown width well sealed or with mean width of 6 mm or less.)",m,0.03817668168282813,0.7299113962725329,6.00968615155329,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,GATOR_CRACK_A_L,Low Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of low severity. (No or few connecting cracks, not spalled or sealed, no pumping evident.)",sq m,0.04581201801939375,0.6017110992284775,5.841379011915568,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,LONG_CRACK_WP_L,Wheel Path Longitudinal Crack Length Total,Total longitudinal cracking length in wheel path.,m,0.04581201801939375,0.7107936750439233,5.312245669188747,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,GATOR_CRACK_A,Alligator Cracking Area Total,Total alligator (fatigue) cracking area.,sq m,0.053447354355959376,0.5561497326203209,3.935476875143208,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,GATOR_CRACK_A_M,Medium Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of moderate severity. (Interconnected cracks possibly slightly spalled, may be sealed, pumping may be evident.)",sq m,0.053447354355959376,0.8127578304048892,6.227542368014427,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m); directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_H,High Severity Non-Wheel Path Longitudinal Crack Length,"Length of high severity, non-wheel path longitudinal cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,0.06871802702909063,0.8429859413202934,4.4974638045255375,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_M,Medium Severity Non-Wheel Path Longitudinal Crack Length,"Length of moderate severity, non-wheel path longitudinal cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,0.06871802702909063,0.656479217603912,2.8173648356679304,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_AC,LONGIGATOR_CRACKING,Longigator Crack Area,Longitudinal cracking area at a foot-width plus the alligator cracking area. Used as a measure to identify change in distress definition.,sq m,0.09925937237535315,0.454295322531336,3.411963056338905,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (sq m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_H,High Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of high severity, well sealed non-wheel path longitudinal cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,0.09925937237535315,0.9847905839192908,13.696458781582626,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_M,Medium Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of moderate severity, well sealed longitudinal cracking in wheel path. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,0.09925937237535315,0.9898349128706817,26.524070222508605,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_M,Medium Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of moderate severity, well sealed non-wheel path longitudinal cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,0.11453004504848438,0.9688121082403303,10.679413832718964,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L,Non-Wheel Path Longitudinal Crack Length Total,Total length of non-wheel path longitudinal cracking.,m,0.12216538138505001,0.37367173763473743,1.3716389287100101,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_L,Low Severity Non-Wheel Path Longitudinal Crack Length,"Length of low severity, non-wheel path longitudinal cracking. (Cracks of unknown width well sealed or with mean width of 6 mm or less.)",m,0.12216538138505001,0.4483602171087837,2.1476068865306237,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,WP_LENGTH_CRACKED,Wheel Path Length Cracked,Wheel path cracking length.,m,0.15270672673131253,0.4563737860365527,1.8023135597717563,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG AC Cracking Percentage,"The total area of alligator cracking summed across all levels of severity, divided by the total area of the test section, in accordance with MEPDG definitions. Note that LTPP alligator cracking interpretations are not restricted to the wheel path.",%,0.16034206306787815,0.6453043744264301,3.6043394065355088,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (%); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,HPMS16_CRACKING_PERCENT_AC,2016 HPMS AC Cracking Percentage,Percent of section cracked using 2016 HPMS Field Guide definitions. Includes only longitudinal and fatigue cracking in assumed 1m wide wheel paths.,%,0.24433076277010002,0.4564102564102564,1.6999009842028991,right_skewed,log1p,high coverage; physically interpretable unit (%); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_AC,ME_PERCENT_WHEEL_PATH_CRACK,MEPDG Wheel Path Cracking Percentage,Percentage of cracking in assumed 0.61 meter wide wheel paths corresponding to the MEPDG_CRACKING_PERCENT_AC field reported in the 2016 and 2017 LTPP data releases,%,0.24433076277010002,0.5256027554535018,1.6967679846275088,right_skewed,log1p,high coverage; physically interpretable unit (%); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_H,High Severity Well Sealed Transverse Crack Length,"Length of well sealed, high severity transverse cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,0.2596014354432313,0.9767281635152721,14.663133910779258,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_M,Medium Severity Well Sealed Transverse Crack Length,"Length of well sealed, moderate severity transverse cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,0.4428495075208063,0.9576654651430324,14.343080878795048,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_L,Low Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of low severity, well sealed non-wheel path longitudinal cracking. (Cracks of unknown width or with mean width of 6 mm or less.)",m,0.878063678705047,0.9084116468957018,6.124165743632911,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L,Non-Well-Sealed Wheel Path Longitudinal Crack Length Total,Total length of well sealed non-wheel path longitudinal cracking.,m,0.900969687714744,0.8870483088065336,5.121530738749903,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_L,Low Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of low severity, well sealed longitudinal cracking in wheel path. (Cracks of unknown width or with mean width of 6 mm or less.)",m,1.061311750782622,0.9568606266399136,13.15674153406909,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L,Well-Sealed Wheel Path Longitudinal Crack Length Total,Total well sealed longitudinal cracking length in wheel path.,m,1.0842177597923188,0.9479737553068314,12.016830931666181,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,MEPDG_LONG_CRACK_LENGTH_AC,MEPDG AC Longitudinal Cracking Length,Total length of sealed and unsealed longitudinal cracks in the wheel path at all severity levels divided by test section length.,ft/mi,1.122394441475147,0.7183011583011583,6.246522714423362,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (ft/mi); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_L,Low Severity Well Sealed Transverse Crack Length,"Length of well sealed, low severity transverse cracking. (Cracks of unknown width or with mean width of 6 mm or less.)",m,1.1758417958311065,0.9118442401297999,7.665539102854146,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG AC Transverse Cracking Length,"Total length of sealed and unsealed transverse cracks at all levels of severity, divided by test section length in accordance with current pavement MEPDG distress definitions.",ft/mi,1.2980071772161563,0.40380598746809004,2.5046952123234303,right_skewed,log1p,high coverage; physically interpretable unit (ft/mi); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L,Well Sealed Transverse Crack Length Total,Total length of well sealed transverse cracking.,m,1.2980071772161563,0.8826487197338903,5.95553653577132,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_AC,RAVELING,Raveling Area,Wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder.,sq m,15.637168817286401,0.8488551000090506,4.024567810051014,heavy_tailed,log1p+winsor99,moderate coverage; physically interpretable unit (sq m),strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_L,Low Severity Durability Crack Area,"Area of low severity durability (""D"") cracking.",sq m,0.0,0.9926470588235294,16.621636887305662,binary_like,binary_classification,high coverage; physically interpretable unit (sq m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_M,Medium Severity Durability Crack Area,"Area of moderate severity durability (""D"") cracking.",sq m,0.0,0.9981617647058824,23.32380757938118,binary_like,binary_classification,high coverage; physically interpretable unit (sq m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_H,High Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.)",m,0.0,1.0,0.0,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_M,Medium Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting up to 13 mm.)",m,0.0,0.9981617647058824,23.3238075793812,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_CRCP,LONG_SPALLING_L,Longitudinal Joint Spalling Length,Total length of spalling of longitudinal joints.,m,0.0,0.6875,4.518322039120418,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_H,High Severity Longitudinal Joint Spalling Length,Length of high severity spalling of longitudinal joints. (Spalls greater than 150 mm measured to center of joint with loss of material.),m,0.0,0.9375,10.133433739974864,binary_like,binary_classification,high coverage; physically interpretable unit (m),"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_L,Low Severity Longitudinal Joint Spalling Length,Length of low severity spalling of longitudinal joints. (Spalls less than 75 mm measured to center of joint with no loss of material.),m,0.0,0.7279411764705882,5.45507819112553,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression,strong zero inflation; extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_M,Medium Severity Longitudinal Joint Spalling Length,Length of moderate severity spalling of longitudinal joints. (Spalls between 75 and 150 mm wide measured to center of joint with loss of material.),m,0.0,0.8915441176470589,9.547963837185987,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m),strong zero inflation; extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_CRCP,MAP_CRACK_A,Map Cracking Area,Area of map cracking (surface cracks).,sq m,0.0,0.7922794117647058,2.2050457643096797,right_skewed,log1p,high coverage; physically interpretable unit (sq m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,strong zero inflation; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,SCALING_A,Scaling Area,Area of scaling (deterioration of upper slab surface between 3 and 13 mm).,sq m,0.0,0.9540441176470589,12.300978426913682,binary_like,binary_classification,high coverage; physically interpretable unit (sq m),"mostly zeros, so plain regression is unstable; may overlap with related severity-specific or aggregate fields"
ANALYSIS_DIS_CRCP,TRANS_CRACK_L,Transverse Crack Length,Total length of transverse cracking.,m,0.0,0.0,0.962311115613752,bell,identity,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; distribution is relatively well-behaved,may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Spalling along more than 50 percent of the crack length.),m,0.0,0.6893382352941176,5.666830423762794,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,Length of low severity transverse cracking. (Spalling along no more than 10 percent of the crack length.),m,0.0,0.029411764705882353,1.0425405719039686,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Spalling of at least 10 percent but no more than 50 percent of the crack length.),m,0.0,0.27205882352941174,2.2978900195608754,right_skewed,log1p,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker; skew can be handled with a simple transform,No major statistical red flag appears beyond normal target-specific modelling care.
ANALYSIS_DIS_CRCP,LONG_CRACK_L,Longitudinal Crack Length,Total length of longitudinal cracking.,m,0.1838235294117647,0.6519337016574586,4.15750285988562,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,LONG_CRACK_L_H,High Severity Longitudinal Crack Length,Length of high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.),m,0.1838235294117647,0.9502762430939227,6.614158716108227,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
ANALYSIS_DIS_CRCP,LONG_CRACK_L_L,Low Severity Longitudinal Crack Length,"Length of high severity longitudinal cracking. (Crack widths less than 3 mm, no spalling or measurable faulting.)",m,0.1838235294117647,0.6703499079189686,4.3853133318796615,heavy_tailed,log1p+winsor99,high coverage; physically interpretable unit (m); enough non-zero variation for regression; directly measures pavement condition rather than a code or event marker,extreme upper tail can dominate RMSE and R²; may overlap with related severity-specific or aggregate fields
ANALYSIS_DIS_CRCP,LONG_CRACK_L_M,Medium Severity Longitudinal Crack Length,Length of moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting up to 13 mm.),m,0.1838235294117647,0.9042357274401474,15.164577238739064,binary_like,binary_classification,high coverage; physically interpretable unit (m); directly measures pavement condition rather than a code or event marker,"mostly zeros, so plain regression is unstable"
