monthly_feature,closest_annual_feature,correlation,missingness_pct,variance,keep_redundant_recommendation
monthly_m6_shortwave_std,annual_t1_t5_temp_year_temp_avg_max,0.38981909430023104,3.1257877489286616,180477.9738237421,keep
monthly_m6_high_shortwave_months,annual_t1_t3_precip_precipitation_mean,0.07405454857369598,3.1257877489286616,0.45873835282732744,keep
monthly_m12_temp_avg_mean,annual_t1_temp_year_temp_avg_mean,0.9917851947528268,3.1257877489286616,29.080828941491944,redundant
monthly_m12_temp_avg_min,annual_t1_temp_year_temp_mean_avg_mean,0.9354551530860504,3.1257877489286616,62.34320957368517,keep
monthly_m12_temp_avg_max,annual_t1_temp_year_temp_avg_mean,0.8767915706387974,3.1257877489286616,16.345710720266222,keep
monthly_m12_temp_avg_range,annual_t1_temp_year_freeze_index_sum,0.7236309881879349,3.1257877489286616,31.657313053958635,keep
monthly_m12_temp_avg_std,annual_t1_temp_year_freeze_index_sum,0.7354098554763924,3.1257877489286616,3.582468136638186,keep
monthly_m12_temp_extreme_cold_months,annual_t1_t5_precip_precip_days_sum,0.25513802105445854,3.1257877489286616,0.7343678550308456,keep
monthly_m12_temp_extreme_hot_months,annual_t1_temp_year_temp_avg_mean,0.21606578218613876,3.1257877489286616,0.6405530439970536,keep
monthly_m12_freeze_thaw_active_months,annual_t1_t5_temp_year_temp_avg_mean,0.8567876373117023,3.1257877489286616,4.282526189367278,keep
monthly_m12_freeze_thaw_total,annual_t1_temp_year_freeze_thaw_sum,0.9685036164041587,3.1257877489286616,1539.2280415718378,redundant
monthly_m12_freeze_index_total,annual_t1_temp_year_freeze_index_sum,0.9656315787726698,3.1257877489286616,218359.18415771198,redundant
monthly_m12_freeze_index_max,annual_t1_temp_year_freeze_index_sum,0.9431997135035417,3.1257877489286616,24440.59696848879,keep
monthly_m12_precip_total,annual_t1_precip_precipitation_sum,0.929676631102854,3.1257877489286616,160764.87174461677,keep
monthly_m12_precip_mean,annual_t1_precip_precipitation_sum,0.929676631102855,3.1257877489286616,1116.422720448728,keep
monthly_m12_precip_max,annual_t1_precip_precipitation_sum,0.7205057411494866,3.1257877489286616,6181.036807054719,keep
monthly_m12_precip_std,annual_t1_precip_precipitation_sum,0.6093421613105839,3.1257877489286616,434.000307394269,keep
monthly_m12_wet_month_count,annual_t1_solar_shortwave_surface_avg_mean,0.10698565817532875,3.1257877489286616,0.7950968317116978,keep
monthly_m12_extreme_precip_months,annual_t1_precip_precipitation_sum,0.10334238132155872,3.1257877489286616,0.8429555736028854,keep
monthly_m12_precip_days_total,annual_t1_t3_precip_precip_days_mean,0.7776217792572947,3.1257877489286616,0.1863806317276458,keep
monthly_m12_precip_days_max,,,3.1257877489286616,0.0,drop
monthly_m12_evap_total,annual_t1_precip_evaporation_sum,0.9805141694262638,3.1257877489286616,74848.8646034134,redundant
monthly_m12_humidity_mean,annual_t1_humid_rel_hum_avg_avg_mean,0.9855674398903765,3.1257877489286616,169.04609145045094,redundant
monthly_m12_humidity_max,annual_t1_humid_rel_hum_avg_avg_mean,0.8893985605893214,3.1257877489286616,107.77792269817397,keep
monthly_m12_humidity_min,annual_t1_humid_rel_hum_avg_avg_mean,0.9321813566365078,3.1257877489286616,283.226325958138,keep
monthly_m12_humidity_std,annual_t1_humid_rel_hum_avg_avg_mean,0.5524856685833455,3.1257877489286616,14.295064254406514,keep
monthly_m12_high_humidity_months,annual_t1_solar_cloud_cover_avg_mean,0.15642846459047285,3.1257877489286616,1.3613533702711045,keep
monthly_m12_wind_mean,annual_t1_t5_wind_wind_velocity_avg_mean,0.9820817702350914,3.1257877489286616,1.3605898765437743,redundant
monthly_m12_wind_max,annual_t1_t5_wind_wind_velocity_avg_mean,0.9374595292052108,3.1257877489286616,2.002458110640966,keep
monthly_m12_wind_std,annual_t1_t5_wind_wind_velocity_avg_max,0.6371874476102112,3.1257877489286616,0.055153766521103854,keep
monthly_m12_wind_range,annual_t1_t5_wind_wind_velocity_avg_min,0.6053561064612631,3.1257877489286616,0.5709225859283988,keep
monthly_m12_high_wind_months,annual_t1_t5_wind_wind_velocity_avg_max,0.33342650487261966,3.1257877489286616,12.280516587036635,keep
monthly_m12_cloud_mean,annual_t1_solar_shortwave_surface_avg_mean,0.8073832667967249,3.1257877489286616,0.0553817145674287,keep
monthly_m12_cloud_std,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.6217126971315174,3.1257877489286616,0.01877139481378671,keep
monthly_m12_shortwave_mean,annual_t1_solar_shortwave_surface_avg_mean,0.9860928998089712,3.1257877489286616,350213.89014556236,redundant
monthly_m12_shortwave_max,annual_t1_humid_rel_hum_avg_avg_mean,0.8175060263060292,3.1257877489286616,480407.4934185973,keep
monthly_m12_shortwave_std,annual_t1_t5_temp_year_temp_avg_max,0.6867068566945176,3.1257877489286616,76818.42189774556,keep
monthly_m12_high_shortwave_months,annual_t1_solar_shortwave_surface_avg_mean,0.07707581758947948,3.1257877489286616,0.426707626994539,keep
monthly_m12_winter_temp_mean,annual_t1_temp_year_temp_mean_avg_mean,0.9521711601834576,3.1257877489286616,55.68085638811985,redundant
monthly_m12_summer_temp_mean,annual_t1_t5_temp_year_temp_avg_max,0.9087147195071859,3.1257877489286616,16.57797880779987,keep
monthly_m12_seasonal_temp_contrast,annual_t1_temp_year_freeze_index_sum,0.7324762381634746,3.1257877489286616,24.908550758603912,keep
monthly_m12_winter_precip_total,annual_t1_t5_precip_precipitation_sum,0.6662872531267302,3.1257877489286616,17303.556062232463,keep
monthly_m12_summer_precip_total,annual_t1_precip_precipitation_sum,0.6345826316382421,3.1257877489286616,19359.409930587626,keep
monthly_m12_seasonal_precip_contrast,annual_t1_precip_precipitation_sum,0.2759766425066585,3.1257877489286616,13939.648413530696,keep
monthly_m12_winter_freeze_thaw_total,annual_t1_temp_year_freeze_thaw_sum,0.7152217831737585,3.1257877489286616,472.11923665890095,keep
monthly_m12_summer_shortwave_mean,annual_t1_humid_rel_hum_avg_avg_mean,0.7412848080053714,3.1257877489286616,432698.9752540271,keep
monthly_m24_temp_avg_mean,annual_t1_t3_temp_year_temp_avg_mean,0.9956260521040561,3.1257877489286616,28.69528379038586,redundant
monthly_m24_temp_avg_min,annual_t1_t5_temp_year_temp_mean_avg_min,0.9351393868126594,3.1257877489286616,65.94122225117245,keep
monthly_m24_temp_avg_max,annual_t1_t3_temp_year_temp_avg_max,0.8792024489117786,3.1257877489286616,15.479141756357322,keep
monthly_m24_temp_avg_range,annual_t1_t5_temp_year_freeze_index_mean,0.7424678908377303,3.1257877489286616,34.863904494072905,keep
monthly_m24_temp_avg_std,annual_t1_t5_temp_year_freeze_index_sum,0.762954381541726,3.1257877489286616,3.4230075147475,keep
monthly_m24_temp_extreme_cold_months,annual_t1_t3_temp_year_temp_mean_avg_min,0.148639212389603,3.1257877489286616,1.0135295040827426,keep
monthly_m24_temp_extreme_hot_months,annual_t1_temp_year_temp_avg_mean,0.2242540879944393,3.1257877489286616,1.2010469652128408,keep
monthly_m24_freeze_thaw_active_months,annual_t1_t5_temp_year_freeze_thaw_mean,0.8907194631955343,3.1257877489286616,16.41637920453262,keep
monthly_m24_freeze_thaw_total,annual_t1_t3_temp_year_freeze_thaw_mean,0.9843537329666125,3.1257877489286616,5793.368149578165,redundant
monthly_m24_freeze_index_total,annual_t1_t3_temp_year_freeze_index_mean,0.9820677241533315,3.1257877489286616,848659.3250526902,redundant
monthly_m24_freeze_index_max,annual_t1_t3_temp_year_freeze_index_sum,0.9532241154409116,3.1257877489286616,29415.53917406548,redundant
monthly_m24_precip_total,annual_t1_t3_precip_precipitation_sum,0.9717377083616964,3.1257877489286616,604819.0535253516,redundant
monthly_m24_precip_mean,annual_t1_t3_precip_precipitation_mean,0.971737708361697,3.1257877489286616,1050.0330790370688,redundant
monthly_m24_precip_max,annual_t1_t3_precip_precipitation_sum,0.7329407405167907,3.1257877489286616,7249.199726246009,keep
monthly_m24_precip_std,annual_t1_t3_precip_precipitation_sum,0.6866550256794195,3.1257877489286616,371.47181358225146,keep
monthly_m24_wet_month_count,annual_t1_precip_precipitation_sum,0.16464068532697435,3.1257877489286616,0.801550445079995,keep
monthly_m24_extreme_precip_months,annual_t1_precip_precipitation_sum,0.17729614171458966,3.1257877489286616,0.8284184325877212,keep
monthly_m24_precip_days_total,annual_t1_t5_precip_precip_days_sum,0.5615071403419608,3.1257877489286616,0.24298924727906032,keep
monthly_m24_precip_days_max,,,3.1257877489286616,0.0,drop
monthly_m24_evap_total,annual_t1_t3_precip_evaporation_sum,0.9867245247996028,3.1257877489286616,292139.79459428485,redundant
monthly_m24_humidity_mean,annual_t1_humid_rel_hum_avg_avg_mean,0.9914769419158376,3.1257877489286616,164.35422003998895,redundant
monthly_m24_humidity_max,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8899422088052705,3.1257877489286616,90.95777070444349,keep
monthly_m24_humidity_min,annual_t1_t3_humid_rel_hum_avg_avg_min,0.9297504175614763,3.1257877489286616,268.82215026992264,keep
monthly_m24_humidity_std,annual_t1_t3_humid_rel_hum_avg_avg_min,0.5716954984994267,3.1257877489286616,12.657387105234513,keep
monthly_m24_high_humidity_months,annual_t1_precip_evaporation_sum,0.22130913781668948,3.1257877489286616,1.5713654227045226,keep
monthly_m24_wind_mean,annual_t1_t5_wind_wind_velocity_avg_mean,0.9851242550460345,3.1257877489286616,1.3638048076008207,redundant
monthly_m24_wind_max,annual_t1_t5_wind_wind_velocity_avg_mean,0.9362715634805436,3.1257877489286616,2.137988206933459,keep
monthly_m24_wind_std,annual_t1_t5_wind_wind_velocity_avg_max,0.6719579027724832,3.1257877489286616,0.04996764542298957,keep
monthly_m24_wind_range,annual_t1_t5_wind_wind_velocity_avg_min,0.6425253435785356,3.1257877489286616,0.663504219198194,keep
monthly_m24_high_wind_months,annual_t1_t5_wind_wind_velocity_avg_max,0.33674903732887923,3.1257877489286616,46.74848840069677,keep
monthly_m24_cloud_mean,annual_t1_solar_shortwave_surface_avg_mean,0.8503674709841723,3.1257877489286616,0.05068003367447564,keep
monthly_m24_cloud_std,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.693877268459218,3.1257877489286616,0.013715066262446708,keep
monthly_m24_shortwave_mean,annual_t1_t3_solar_shortwave_surface_avg_mean,0.9945270699523588,3.1257877489286616,344290.3095959106,redundant
monthly_m24_shortwave_max,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8355354535620205,3.1257877489286616,426908.46247044596,keep
monthly_m24_shortwave_std,annual_t1_t5_temp_year_temp_avg_max,0.7069046253896981,3.1257877489286616,73344.740820689,keep
monthly_m24_high_shortwave_months,annual_t1_precip_precipitation_sum,0.138668590655576,3.1257877489286616,0.4667799280510864,keep
monthly_m24_winter_temp_mean,annual_t1_t3_temp_year_temp_mean_avg_mean,0.9561662366718346,3.1257877489286616,54.49216426854825,redundant
monthly_m24_summer_temp_mean,annual_t1_t5_temp_year_temp_avg_max,0.9216954563853736,3.1257877489286616,15.931389203362762,keep
monthly_m24_seasonal_temp_contrast,annual_t1_t5_temp_year_freeze_index_mean,0.751952565123737,3.1257877489286616,23.599712695408574,keep
monthly_m24_winter_precip_total,annual_t1_t3_precip_precipitation_mean,0.7001183160182015,3.1257877489286616,64727.39069487779,keep
monthly_m24_summer_precip_total,annual_t1_humid_rel_hum_avg_avg_mean,0.6997979077497694,3.1257877489286616,63040.66942597156,keep
monthly_m24_seasonal_precip_contrast,annual_t1_precip_precipitation_sum,0.23531837883018622,3.1257877489286616,49165.424888580405,keep
monthly_m24_winter_freeze_thaw_total,annual_t1_temp_year_freeze_thaw_sum,0.7017968154400938,3.1257877489286616,1728.7573586124618,keep
monthly_m24_summer_shortwave_mean,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.7589065671724009,3.1257877489286616,413389.0825162788,keep
monthly_m36_temp_avg_mean,annual_t1_t3_temp_year_temp_avg_mean,0.9984623465497243,3.1257877489286616,28.422082883014877,redundant
monthly_m36_temp_avg_min,annual_t1_t3_temp_year_temp_mean_avg_min,0.9418037705718263,3.1257877489286616,68.05075743762457,keep
monthly_m36_temp_avg_max,annual_t1_t3_temp_year_temp_avg_max,0.878118858712349,3.1257877489286616,15.009384594521704,keep
monthly_m36_temp_avg_range,annual_t1_t3_temp_year_freeze_index_mean,0.7611628754943076,3.1257877489286616,36.78853320750993,keep
monthly_m36_temp_avg_std,annual_t1_t3_temp_year_freeze_index_mean,0.77378284213431,3.1257877489286616,3.4295814041613766,keep
monthly_m36_temp_extreme_cold_months,annual_t1_t5_solar_shortwave_surface_avg_mean,0.1611627804215874,3.1257877489286616,0.9150594808497686,keep
monthly_m36_temp_extreme_hot_months,annual_t1_t3_temp_year_temp_avg_max,0.21220226417973498,3.1257877489286616,1.3440909131694887,keep
monthly_m36_freeze_thaw_active_months,annual_t1_t5_temp_year_freeze_thaw_sum,0.901715464703199,3.1257877489286616,36.43996748771859,keep
monthly_m36_freeze_thaw_total,annual_t1_t3_temp_year_freeze_thaw_sum,0.9955795561735937,3.1257877489286616,12842.02489976198,redundant
monthly_m36_freeze_index_total,annual_t1_t3_temp_year_freeze_index_sum,0.9951073996466401,3.1257877489286616,1858734.3149731888,redundant
monthly_m36_freeze_index_max,annual_t1_t3_temp_year_freeze_index_sum,0.9611690900539295,3.1257877489286616,31833.88946494746,redundant
monthly_m36_precip_total,annual_t1_t3_precip_precipitation_mean,0.9915365481204048,3.1257877489286616,1292914.8837312171,redundant
monthly_m36_precip_mean,annual_t1_t3_precip_precipitation_sum,0.9915365481204047,3.1257877489286616,997.619509051865,redundant
monthly_m36_precip_max,annual_t1_t3_precip_precipitation_mean,0.7308797787935671,3.1257877489286616,8063.2153162112545,keep
monthly_m36_precip_std,annual_t1_t3_precip_precipitation_sum,0.713306576728268,3.1257877489286616,355.65958727509445,keep
monthly_m36_wet_month_count,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.2638515658392153,3.1257877489286616,0.017476790304419173,keep
monthly_m36_extreme_precip_months,annual_t1_t5_wind_wind_velocity_avg_min,0.026051210775228966,3.1257877489286616,0.00039021848273424153,keep
monthly_m36_precip_days_total,annual_t1_t5_precip_precip_days_sum,0.24734129036581648,3.1257877489286616,0.16824047508156426,keep
monthly_m36_precip_days_max,,,3.1257877489286616,0.0,drop
monthly_m36_evap_total,annual_t1_t3_precip_evaporation_sum,0.9973202964814147,3.1257877489286616,636017.7910367172,redundant
monthly_m36_humidity_mean,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.9980559488354924,3.1257877489286616,159.89611300698365,redundant
monthly_m36_humidity_max,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8820260001409436,3.1257877489286616,81.37473228242345,keep
monthly_m36_humidity_min,annual_t1_t3_humid_rel_hum_avg_avg_min,0.9355243621282424,3.1257877489286616,257.3443227858034,keep
monthly_m36_humidity_std,annual_t1_t3_humid_rel_hum_avg_avg_min,0.5843255667026629,3.1257877489286616,12.124235203973557,keep
monthly_m36_high_humidity_months,annual_t1_t3_precip_precipitation_sum,0.19519355888480602,3.1257877489286616,0.9391728295927448,keep
monthly_m36_wind_mean,annual_t1_t5_wind_wind_velocity_avg_mean,0.9862758794928543,3.1257877489286616,1.3634352795942308,redundant
monthly_m36_wind_max,annual_t1_t5_wind_wind_velocity_avg_mean,0.9377483866672135,3.1257877489286616,2.2526701329052092,keep
monthly_m36_wind_std,annual_t1_t5_wind_wind_velocity_avg_max,0.6924436861109781,3.1257877489286616,0.04936684757643213,keep
monthly_m36_wind_range,annual_t1_t5_wind_wind_velocity_avg_min,0.6786358743775583,3.1257877489286616,0.7390246247856879,keep
monthly_m36_high_wind_months,annual_t1_t5_wind_wind_velocity_avg_max,0.33435483284480777,3.1257877489286616,103.0422744138808,keep
monthly_m36_cloud_mean,annual_t1_t3_solar_shortwave_surface_avg_min,0.8676284332831826,3.1257877489286616,0.048244605091303745,keep
monthly_m36_cloud_std,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.7125177290337412,3.1257877489286616,0.01154255037168219,keep
monthly_m36_shortwave_mean,annual_t1_t3_solar_shortwave_surface_avg_mean,0.9983659522290838,3.1257877489286616,340335.35573621414,redundant
monthly_m36_shortwave_max,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8375670659063311,3.1257877489286616,389583.0962996671,keep
monthly_m36_shortwave_std,annual_t1_t5_temp_year_temp_avg_max,0.717280597791256,3.1257877489286616,72348.11559952555,keep
monthly_m36_high_shortwave_months,annual_t1_t5_solar_cloud_cover_avg_max,0.04911564292710249,3.1257877489286616,0.0016887458646473973,keep
monthly_m36_winter_temp_mean,annual_t1_t3_temp_year_temp_mean_avg_mean,0.9638432079173369,3.1257877489286616,54.25887288241273,redundant
monthly_m36_summer_temp_mean,annual_t1_t5_temp_year_temp_avg_max,0.9221374697305408,3.1257877489286616,15.629128065146276,keep
monthly_m36_seasonal_temp_contrast,annual_t1_t3_temp_year_freeze_index_mean,0.7634258724870843,3.1257877489286616,23.610313014114727,keep
monthly_m36_winter_precip_total,annual_t1_t5_precip_precipitation_sum,0.7127687488825167,3.1257877489286616,141133.95235364075,keep
monthly_m36_summer_precip_total,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.714179585435463,3.1257877489286616,125848.37892975546,keep
monthly_m36_seasonal_precip_contrast,annual_t1_solar_shortwave_surface_avg_mean,0.19802881685519355,3.1257877489286616,108795.90544164473,keep
monthly_m36_winter_freeze_thaw_total,annual_t1_t3_temp_year_freeze_thaw_sum,0.712186077960541,3.1257877489286616,3715.1353357235043,keep
monthly_m36_summer_shortwave_mean,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.7623253276449438,3.1257877489286616,395457.39829910116,keep
