feature_name,feature_family,variance,missingness_pct,closest_annual_feature,closest_abs_correlation,recommendation
monthly_m6_precip_days_total,precip,1.4123593057432664,3.1257877489286616,annual_t1_t5_precip_precip_days_sum,0.12254468763246372,keep
monthly_m6_precip_days_max,precip,0.0,3.1257877489286616,,,drop
monthly_m6_evap_total,evap,30100.336570182193,3.1257877489286616,annual_t1_precip_evaporation_sum,0.7244768978703204,keep
monthly_m6_humidity_mean,humidity,180.54212249388965,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.9174326884555395,keep
monthly_m6_humidity_max,humidity,131.65141878930183,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.8668770374661492,keep
monthly_m6_humidity_min,humidity,262.0134461917849,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.8781607800976642,keep
monthly_m6_humidity_std,humidity,12.65672221826237,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.4258866999391998,keep
monthly_m6_high_humidity_months,high,1.031149064679361,3.1257877489286616,annual_t1_precip_evaporation_sum,0.10957726587601495,keep
monthly_m6_wind_mean,wind,1.4705627736409437,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9546532307662572,redundant
monthly_m6_wind_max,wind,1.9378177053785275,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9335490855298977,keep
monthly_m6_wind_std,wind,0.0595833849261994,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.5159556317186726,keep
monthly_m6_wind_range,wind,0.4332360030345248,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.5041604156638645,keep
monthly_m6_high_wind_months,high,4.257969699109028,3.1257877489286616,annual_t1_t3_wind_wind_velocity_avg_min,0.267094049252363,keep
monthly_m6_cloud_mean,cloud,0.10565294322809317,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_min,0.6393487488266022,keep
monthly_m6_cloud_std,cloud,0.04145336175381515,3.1257877489286616,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.3014970374021915,keep
monthly_m6_shortwave_mean,shortwave,1223279.0390539248,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_mean,0.48454319192180506,keep
monthly_m6_shortwave_max,shortwave,935536.7205219221,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_min,0.46782545084278876,keep
monthly_m6_shortwave_std,shortwave,180477.9738237421,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.38981909430023104,keep
monthly_m6_high_shortwave_months,high,0.45873835282732744,3.1257877489286616,annual_t1_t3_precip_precipitation_mean,0.07405454857369598,keep
monthly_m12_temp_avg_mean,temp,29.080828941491944,3.1257877489286616,annual_t1_temp_year_temp_avg_mean,0.9917851947528268,redundant
monthly_m12_temp_avg_min,temp,62.34320957368517,3.1257877489286616,annual_t1_temp_year_temp_mean_avg_mean,0.9354551530860504,keep
monthly_m12_temp_avg_max,temp,16.345710720266222,3.1257877489286616,annual_t1_temp_year_temp_avg_mean,0.8767915706387974,keep
monthly_m12_temp_avg_range,temp,31.657313053958635,3.1257877489286616,annual_t1_temp_year_freeze_index_sum,0.7236309881879349,keep
monthly_m12_temp_avg_std,temp,3.582468136638186,3.1257877489286616,annual_t1_temp_year_freeze_index_sum,0.7354098554763924,keep
monthly_m12_temp_extreme_cold_months,temp,0.7343678550308456,3.1257877489286616,annual_t1_t5_precip_precip_days_sum,0.25513802105445854,keep
monthly_m12_temp_extreme_hot_months,temp,0.6405530439970536,3.1257877489286616,annual_t1_temp_year_temp_avg_mean,0.21606578218613876,keep
monthly_m12_freeze_thaw_active_months,freeze,4.282526189367278,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_mean,0.8567876373117023,keep
monthly_m12_freeze_thaw_total,freeze,1539.2280415718378,3.1257877489286616,annual_t1_temp_year_freeze_thaw_sum,0.9685036164041587,redundant
monthly_m12_freeze_index_total,freeze,218359.18415771198,3.1257877489286616,annual_t1_temp_year_freeze_index_sum,0.9656315787726698,redundant
monthly_m12_freeze_index_max,freeze,24440.59696848879,3.1257877489286616,annual_t1_temp_year_freeze_index_sum,0.9431997135035417,keep
monthly_m12_precip_total,precip,160764.87174461677,3.1257877489286616,annual_t1_precip_precipitation_sum,0.929676631102854,keep
monthly_m12_precip_mean,precip,1116.422720448728,3.1257877489286616,annual_t1_precip_precipitation_sum,0.929676631102855,keep
monthly_m12_precip_max,precip,6181.036807054719,3.1257877489286616,annual_t1_precip_precipitation_sum,0.7205057411494866,keep
monthly_m12_precip_std,precip,434.000307394269,3.1257877489286616,annual_t1_precip_precipitation_sum,0.6093421613105839,keep
monthly_m12_wet_month_count,wet,0.7950968317116978,3.1257877489286616,annual_t1_solar_shortwave_surface_avg_mean,0.10698565817532875,keep
monthly_m12_extreme_precip_months,extreme,0.8429555736028854,3.1257877489286616,annual_t1_precip_precipitation_sum,0.10334238132155872,keep
monthly_m12_precip_days_total,precip,0.1863806317276458,3.1257877489286616,annual_t1_t3_precip_precip_days_mean,0.7776217792572947,keep
monthly_m12_precip_days_max,precip,0.0,3.1257877489286616,,,drop
monthly_m12_evap_total,evap,74848.8646034134,3.1257877489286616,annual_t1_precip_evaporation_sum,0.9805141694262638,redundant
monthly_m12_humidity_mean,humidity,169.04609145045094,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.9855674398903765,redundant
monthly_m12_humidity_max,humidity,107.77792269817397,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.8893985605893214,keep
monthly_m12_humidity_min,humidity,283.226325958138,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.9321813566365078,keep
monthly_m12_humidity_std,humidity,14.295064254406514,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.5524856685833455,keep
monthly_m12_high_humidity_months,high,1.3613533702711045,3.1257877489286616,annual_t1_solar_cloud_cover_avg_mean,0.15642846459047285,keep
monthly_m12_wind_mean,wind,1.3605898765437743,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9820817702350914,redundant
monthly_m12_wind_max,wind,2.002458110640966,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9374595292052108,keep
monthly_m12_wind_std,wind,0.055153766521103854,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.6371874476102112,keep
monthly_m12_wind_range,wind,0.5709225859283988,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_min,0.6053561064612631,keep
monthly_m12_high_wind_months,high,12.280516587036635,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.33342650487261966,keep
monthly_m12_cloud_mean,cloud,0.0553817145674287,3.1257877489286616,annual_t1_solar_shortwave_surface_avg_mean,0.8073832667967249,keep
monthly_m12_cloud_std,cloud,0.01877139481378671,3.1257877489286616,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.6217126971315174,keep
monthly_m12_shortwave_mean,shortwave,350213.89014556236,3.1257877489286616,annual_t1_solar_shortwave_surface_avg_mean,0.9860928998089712,redundant
monthly_m12_shortwave_max,shortwave,480407.4934185973,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.8175060263060292,keep
monthly_m12_shortwave_std,shortwave,76818.42189774556,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.6867068566945176,keep
monthly_m12_high_shortwave_months,high,0.426707626994539,3.1257877489286616,annual_t1_solar_shortwave_surface_avg_mean,0.07707581758947948,keep
monthly_m12_winter_temp_mean,winter,55.68085638811985,3.1257877489286616,annual_t1_temp_year_temp_mean_avg_mean,0.9521711601834576,redundant
monthly_m12_summer_temp_mean,summer,16.57797880779987,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.9087147195071859,keep
monthly_m12_seasonal_temp_contrast,seasonal,24.908550758603912,3.1257877489286616,annual_t1_temp_year_freeze_index_sum,0.7324762381634746,keep
monthly_m12_winter_precip_total,winter,17303.556062232463,3.1257877489286616,annual_t1_t5_precip_precipitation_sum,0.6662872531267302,keep
monthly_m12_summer_precip_total,summer,19359.409930587626,3.1257877489286616,annual_t1_precip_precipitation_sum,0.6345826316382421,keep
monthly_m12_seasonal_precip_contrast,seasonal,13939.648413530696,3.1257877489286616,annual_t1_precip_precipitation_sum,0.2759766425066585,keep
monthly_m12_winter_freeze_thaw_total,winter,472.11923665890095,3.1257877489286616,annual_t1_temp_year_freeze_thaw_sum,0.7152217831737585,keep
monthly_m12_summer_shortwave_mean,summer,432698.9752540271,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.7412848080053714,keep
monthly_m24_temp_avg_mean,temp,28.69528379038586,3.1257877489286616,annual_t1_t3_temp_year_temp_avg_mean,0.9956260521040561,redundant
monthly_m24_temp_avg_min,temp,65.94122225117245,3.1257877489286616,annual_t1_t5_temp_year_temp_mean_avg_min,0.9351393868126594,keep
monthly_m24_temp_avg_max,temp,15.479141756357322,3.1257877489286616,annual_t1_t3_temp_year_temp_avg_max,0.8792024489117786,keep
monthly_m24_temp_avg_range,temp,34.863904494072905,3.1257877489286616,annual_t1_t5_temp_year_freeze_index_mean,0.7424678908377303,keep
monthly_m24_temp_avg_std,temp,3.4230075147475,3.1257877489286616,annual_t1_t5_temp_year_freeze_index_sum,0.762954381541726,keep
monthly_m24_temp_extreme_cold_months,temp,1.0135295040827426,3.1257877489286616,annual_t1_t3_temp_year_temp_mean_avg_min,0.148639212389603,keep
monthly_m24_temp_extreme_hot_months,temp,1.2010469652128408,3.1257877489286616,annual_t1_temp_year_temp_avg_mean,0.2242540879944393,keep
monthly_m24_freeze_thaw_active_months,freeze,16.41637920453262,3.1257877489286616,annual_t1_t5_temp_year_freeze_thaw_mean,0.8907194631955343,keep
monthly_m24_freeze_thaw_total,freeze,5793.368149578165,3.1257877489286616,annual_t1_t3_temp_year_freeze_thaw_mean,0.9843537329666125,redundant
monthly_m24_freeze_index_total,freeze,848659.3250526902,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_mean,0.9820677241533315,redundant
monthly_m24_freeze_index_max,freeze,29415.53917406548,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_sum,0.9532241154409116,redundant
monthly_m24_precip_total,precip,604819.0535253516,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.9717377083616964,redundant
monthly_m24_precip_mean,precip,1050.0330790370688,3.1257877489286616,annual_t1_t3_precip_precipitation_mean,0.971737708361697,redundant
monthly_m24_precip_max,precip,7249.199726246009,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.7329407405167907,keep
monthly_m24_precip_std,precip,371.47181358225146,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.6866550256794195,keep
monthly_m24_wet_month_count,wet,0.801550445079995,3.1257877489286616,annual_t1_precip_precipitation_sum,0.16464068532697435,keep
monthly_m24_extreme_precip_months,extreme,0.8284184325877212,3.1257877489286616,annual_t1_precip_precipitation_sum,0.17729614171458966,keep
monthly_m24_precip_days_total,precip,0.24298924727906032,3.1257877489286616,annual_t1_t5_precip_precip_days_sum,0.5615071403419608,keep
monthly_m24_precip_days_max,precip,0.0,3.1257877489286616,,,drop
monthly_m24_evap_total,evap,292139.79459428485,3.1257877489286616,annual_t1_t3_precip_evaporation_sum,0.9867245247996028,redundant
monthly_m24_humidity_mean,humidity,164.35422003998895,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.9914769419158376,redundant
monthly_m24_humidity_max,humidity,90.95777070444349,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8899422088052705,keep
monthly_m24_humidity_min,humidity,268.82215026992264,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_min,0.9297504175614763,keep
monthly_m24_humidity_std,humidity,12.657387105234513,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_min,0.5716954984994267,keep
monthly_m24_high_humidity_months,high,1.5713654227045226,3.1257877489286616,annual_t1_precip_evaporation_sum,0.22130913781668948,keep
monthly_m24_wind_mean,wind,1.3638048076008207,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9851242550460345,redundant
monthly_m24_wind_max,wind,2.137988206933459,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9362715634805436,keep
monthly_m24_wind_std,wind,0.04996764542298957,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.6719579027724832,keep
monthly_m24_wind_range,wind,0.663504219198194,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_min,0.6425253435785356,keep
monthly_m24_high_wind_months,high,46.74848840069677,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.33674903732887923,keep
monthly_m24_cloud_mean,cloud,0.05068003367447564,3.1257877489286616,annual_t1_solar_shortwave_surface_avg_mean,0.8503674709841723,keep
monthly_m24_cloud_std,cloud,0.013715066262446708,3.1257877489286616,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.693877268459218,keep
monthly_m24_shortwave_mean,shortwave,344290.3095959106,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_mean,0.9945270699523588,redundant
monthly_m24_shortwave_max,shortwave,426908.46247044596,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8355354535620205,keep
monthly_m24_shortwave_std,shortwave,73344.740820689,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.7069046253896981,keep
monthly_m24_high_shortwave_months,high,0.4667799280510864,3.1257877489286616,annual_t1_precip_precipitation_sum,0.138668590655576,keep
monthly_m24_winter_temp_mean,winter,54.49216426854825,3.1257877489286616,annual_t1_t3_temp_year_temp_mean_avg_mean,0.9561662366718346,redundant
monthly_m24_summer_temp_mean,summer,15.931389203362762,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.9216954563853736,keep
monthly_m24_seasonal_temp_contrast,seasonal,23.599712695408574,3.1257877489286616,annual_t1_t5_temp_year_freeze_index_mean,0.751952565123737,keep
monthly_m24_winter_precip_total,winter,64727.39069487779,3.1257877489286616,annual_t1_t3_precip_precipitation_mean,0.7001183160182015,keep
monthly_m24_summer_precip_total,summer,63040.66942597156,3.1257877489286616,annual_t1_humid_rel_hum_avg_avg_mean,0.6997979077497694,keep
monthly_m24_seasonal_precip_contrast,seasonal,49165.424888580405,3.1257877489286616,annual_t1_precip_precipitation_sum,0.23531837883018622,keep
monthly_m24_winter_freeze_thaw_total,winter,1728.7573586124618,3.1257877489286616,annual_t1_temp_year_freeze_thaw_sum,0.7017968154400938,keep
monthly_m24_summer_shortwave_mean,summer,413389.0825162788,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.7589065671724009,keep
monthly_m36_temp_avg_mean,temp,28.422082883014877,3.1257877489286616,annual_t1_t3_temp_year_temp_avg_mean,0.9984623465497243,redundant
monthly_m36_temp_avg_min,temp,68.05075743762457,3.1257877489286616,annual_t1_t3_temp_year_temp_mean_avg_min,0.9418037705718263,keep
monthly_m36_temp_avg_max,temp,15.009384594521704,3.1257877489286616,annual_t1_t3_temp_year_temp_avg_max,0.878118858712349,keep
monthly_m36_temp_avg_range,temp,36.78853320750993,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_mean,0.7611628754943076,keep
monthly_m36_temp_avg_std,temp,3.4295814041613766,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_mean,0.77378284213431,keep
monthly_m36_temp_extreme_cold_months,temp,0.9150594808497686,3.1257877489286616,annual_t1_t5_solar_shortwave_surface_avg_mean,0.1611627804215874,keep
monthly_m36_temp_extreme_hot_months,temp,1.3440909131694887,3.1257877489286616,annual_t1_t3_temp_year_temp_avg_max,0.21220226417973498,keep
monthly_m36_freeze_thaw_active_months,freeze,36.43996748771859,3.1257877489286616,annual_t1_t5_temp_year_freeze_thaw_sum,0.901715464703199,keep
monthly_m36_freeze_thaw_total,freeze,12842.02489976198,3.1257877489286616,annual_t1_t3_temp_year_freeze_thaw_sum,0.9955795561735937,redundant
monthly_m36_freeze_index_total,freeze,1858734.3149731888,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_sum,0.9951073996466401,redundant
monthly_m36_freeze_index_max,freeze,31833.88946494746,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_sum,0.9611690900539295,redundant
monthly_m36_precip_total,precip,1292914.8837312171,3.1257877489286616,annual_t1_t3_precip_precipitation_mean,0.9915365481204048,redundant
monthly_m36_precip_mean,precip,997.619509051865,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.9915365481204047,redundant
monthly_m36_precip_max,precip,8063.2153162112545,3.1257877489286616,annual_t1_t3_precip_precipitation_mean,0.7308797787935671,keep
monthly_m36_precip_std,precip,355.65958727509445,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.713306576728268,keep
monthly_m36_wet_month_count,wet,0.017476790304419173,3.1257877489286616,annual_t1_t5_humid_rel_hum_avg_avg_mean,0.2638515658392153,keep
monthly_m36_extreme_precip_months,extreme,0.00039021848273424153,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_min,0.026051210775228966,keep
monthly_m36_precip_days_total,precip,0.16824047508156426,3.1257877489286616,annual_t1_t5_precip_precip_days_sum,0.24734129036581648,keep
monthly_m36_precip_days_max,precip,0.0,3.1257877489286616,,,drop
monthly_m36_evap_total,evap,636017.7910367172,3.1257877489286616,annual_t1_t3_precip_evaporation_sum,0.9973202964814147,redundant
monthly_m36_humidity_mean,humidity,159.89611300698365,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.9980559488354924,redundant
monthly_m36_humidity_max,humidity,81.37473228242345,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8820260001409436,keep
monthly_m36_humidity_min,humidity,257.3443227858034,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_min,0.9355243621282424,keep
monthly_m36_humidity_std,humidity,12.124235203973557,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_min,0.5843255667026629,keep
monthly_m36_high_humidity_months,high,0.9391728295927448,3.1257877489286616,annual_t1_t3_precip_precipitation_sum,0.19519355888480602,keep
monthly_m36_wind_mean,wind,1.3634352795942308,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9862758794928543,redundant
monthly_m36_wind_max,wind,2.2526701329052092,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_mean,0.9377483866672135,keep
monthly_m36_wind_std,wind,0.04936684757643213,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.6924436861109781,keep
monthly_m36_wind_range,wind,0.7390246247856879,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_min,0.6786358743775583,keep
monthly_m36_high_wind_months,high,103.0422744138808,3.1257877489286616,annual_t1_t5_wind_wind_velocity_avg_max,0.33435483284480777,keep
monthly_m36_cloud_mean,cloud,0.048244605091303745,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_min,0.8676284332831826,keep
monthly_m36_cloud_std,cloud,0.01154255037168219,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.7125177290337412,keep
monthly_m36_shortwave_mean,shortwave,340335.35573621414,3.1257877489286616,annual_t1_t3_solar_shortwave_surface_avg_mean,0.9983659522290838,redundant
monthly_m36_shortwave_max,shortwave,389583.0962996671,3.1257877489286616,annual_t1_t3_humid_rel_hum_avg_avg_mean,0.8375670659063311,keep
monthly_m36_shortwave_std,shortwave,72348.11559952555,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.717280597791256,keep
monthly_m36_high_shortwave_months,high,0.0016887458646473973,3.1257877489286616,annual_t1_t5_solar_cloud_cover_avg_max,0.04911564292710249,keep
monthly_m36_winter_temp_mean,winter,54.25887288241273,3.1257877489286616,annual_t1_t3_temp_year_temp_mean_avg_mean,0.9638432079173369,redundant
monthly_m36_summer_temp_mean,summer,15.629128065146276,3.1257877489286616,annual_t1_t5_temp_year_temp_avg_max,0.9221374697305408,keep
monthly_m36_seasonal_temp_contrast,seasonal,23.610313014114727,3.1257877489286616,annual_t1_t3_temp_year_freeze_index_mean,0.7634258724870843,keep
monthly_m36_winter_precip_total,winter,141133.95235364075,3.1257877489286616,annual_t1_t5_precip_precipitation_sum,0.7127687488825167,keep
