treated_node_id,control_node_id,state_code,functional_class,treated_cracking_change,control_cracking_change,treated_traffic_change,control_traffic_change,treated_esal_change,control_esal_change
8_1053,8_2008,8,2.0,-19.0,14.0,-28.0,192.0,-3931.0,25319.0
25_1004,25_1002,25,11.0,-1.0,17.0,45.0,55.0,35439.0,40111.0
48_3865,48_1119,48,2.0,-11.0,-10.0,19.0,-2.0,6000.0,-12558.0
6_7455,6_7493,6,1.0,0.0,0.0,382.0,86.0,389967.0,-140982.0
6_7456,6_7493,6,1.0,-3.0,0.0,382.0,86.0,236000.0,-140982.0
40_4154,40_B330,40,6.0,-21.0,11.0,118.0,50.0,5658.0,11402.0
37_1814,37_1645,37,2.0,-11.0,-9.0,84.0,136.0,25040.0,73535.0
30_7075,30_7066,30,1.0,0.0,0.0,340.0,-26.0,132023.0,52000.0
6_7454,6_8153,6,6.0,-36.0,-34.0,1.0,150.0,-386.0,20097.0
49_1004,49_B330,49,6.0,,15.0,25.0,-6.0,5669.0,-1747.0
30_6004,30_8129,30,2.0,0.0,4.0,11.0,-13.0,3127.0,-52169.0
47_1028,47_6022,47,2.0,-5.0,,37.0,-28.0,26000.0,-128861.0
48_1111,48_1068,48,2.0,-2.0,7.0,-19.0,42.0,7606.0,-38120.0
6_7452,6_8156,6,6.0,-23.0,-27.0,95.0,43.0,13646.0,-82671.0
53_6020,53_6048,53,2.0,-11.0,,-337.0,-18.0,-52347.0,7000.0
56_2017,56_A310,56,6.0,,,11.0,-5.0,-1000.0,-1730.0
1_4155,1_1019,1,2.0,-53.0,,7.0,14.0,-5760.0,3186.0
48_9005,48_1168,48,8.0,-21.0,11.0,43.0,16.0,9591.0,600.0
27_6251,27_D310,27,2.0,-29.0,-42.0,42.0,97.0,5000.0,19119.0
47_1029,47_3110,47,2.0,-49.0,-49.0,-1.0,54.0,627.0,10383.0
28_1001,28_3087,28,2.0,-26.0,-54.0,664.0,3.0,108712.0,383.0
1_1019,1_C330,1,2.0,,-1.0,14.0,29.0,3186.0,6347.0
56_2020,56_2015,56,1.0,0.0,38.0,-35.0,66.0,-105760.0,18863.0
24_1634,24_1632,24,2.0,-53.0,-11.0,6.0,44.0,-3409.0,6172.0
6_7491,6_9048,6,1.0,-27.0,,1010.0,28.0,339932.0,-2066.0
29_A607,29_AA61,29,2.0,-94.0,-25.0,12.0,193.0,3698.0,
29_A606,29_AA03,29,2.0,-3.0,-3.0,12.0,193.0,3697.0,
51_1023,51_5010,51,1.0,-13.0,,138.0,,95515.0,
40_4087,40_4088,40,2.0,-16.0,0.0,76.0,-240.0,9102.0,-58112.0
24_1632,24_A311,24,2.0,-11.0,-5.0,44.0,80.0,6172.0,13476.0
34_1033,34_1030,34,2.0,-14.0,-3.0,91.0,-91.0,18297.0,60358.0
51_1464,51_5008,51,11.0,-3.0,,76.0,-150.0,64000.0,-32303.0
16_1007,16_9034,16,2.0,-40.0,-26.0,-54.0,8.0,-16379.0,2190.0
27_1028,27_D310,27,2.0,,1.0,8.0,60.0,1966.0,6229.0
53_6056,53_1002,53,2.0,-6.0,,-44.0,,-7836.0,
56_6031,56_6029,56,2.0,-2.0,8.0,11.0,9.0,2446.0,-3250.0
4_1015,4_1018,4,1.0,-27.0,0.0,0.0,104.0,-26054.0,32737.0
56_2019,56_2037,56,6.0,-3.0,-1.0,44.0,42.0,-29709.0,10000.0
37_1801,37_1006,37,11.0,0.0,0.0,230.0,1037.0,53728.0,162757.0
23_1026,23_1009,23,2.0,0.0,,23.0,25.0,5248.0,7000.0
37_1992,37_1817,37,2.0,0.0,0.0,161.0,124.0,32321.0,5475.0
28_3087,28_3090,28,2.0,,-33.0,28.0,-49.0,-2026.0,-1205.0
17_5453,17_5843,17,1.0,,-14.0,1326.0,162.0,982712.0,1268050.0
8_6002,8_7783,8,1.0,-44.0,-52.0,59.0,-33.0,8486.0,-24577.0
5_3058,5_4019,5,12.0,-13.0,0.0,282.0,41.0,92000.0,18641.0
47_3101,47_6022,47,2.0,0.0,,-12.0,-28.0,-1048.0,-128861.0
20_1009,20_B330,20,2.0,-4.0,48.0,132.0,315.0,21055.0,76378.0
6_8153,6_7454,6,6.0,-34.0,-36.0,150.0,1.0,20097.0,-386.0
16_5025,16_1010,16,1.0,,7.0,88.0,,31281.0,
31_7050,31_3018,31,1.0,,0.0,379.0,-67.0,295996.0,28000.0
28_3091,28_2807,28,2.0,0.0,2.0,23.0,51.0,5000.0,13191.0
18_1028,18_5518,18,1.0,,0.0,265.0,463.0,71009.0,911113.0
42_1605,42_1599,42,14.0,-1.0,0.0,86.0,47.0,67355.0,22000.0
18_6012,18_5518,18,1.0,0.0,0.0,578.0,463.0,159596.0,911113.0
23_1001,23_3013,23,1.0,0.0,,24.0,200.0,-740.0,84000.0
37_A965,37_1645,37,2.0,-23.0,-8.0,-6.0,43.0,-1314.0,-104485.0
37_A964,37_1803,37,2.0,-33.0,-13.0,-6.0,0.0,-1314.0,-2444.0
37_A963,37_3816,37,2.0,-2.0,0.0,-6.0,224.0,-1314.0,101691.0
37_A962,37_2819,37,2.0,-5.0,,-6.0,139.0,-1314.0,26889.0
37_A961,37_2819,37,2.0,-4.0,,-6.0,139.0,-1292.0,26889.0
37_A960,37_1645,37,2.0,-14.0,-16.0,-6.0,17.0,-1292.0,69717.0
47_9024,47_6022,47,2.0,0.0,,-8.0,-28.0,303.0,-128861.0
12_3997,12_1030,12,2.0,-54.0,-56.0,135.0,213.0,15000.0,-1227.0
18_1037,18_A430,18,6.0,-3.0,0.0,6.0,39.0,1051.0,1275.0
40_4164,40_4086,40,6.0,-5.0,0.0,1.0,121.0,935.0,32422.0
8_7035,8_3032,8,1.0,0.0,0.0,-32.0,127.0,-87861.0,147828.0
31_7005,31_B410,31,1.0,0.0,-3.0,147.0,230.0,-83272.0,59000.0
45_1025,45_7019,45,2.0,,,60.0,96.0,37729.0,33611.0
41_2002,41_AA60,41,2.0,-1.0,-1.0,-272.0,39.0,28903.0,
23_1009,23_1028,23,2.0,,-2.0,25.0,30.0,7000.0,22000.0
21_1034,21_1014,21,2.0,0.0,,83.0,-121.0,22237.0,-32785.0
1_1001,1_C350,1,2.0,,-1.0,-115.0,28.0,-38801.0,6057.0
28_7012,28_3099,28,1.0,0.0,0.0,181.0,246.0,110728.0,142766.0
6_8149,6_3030,6,1.0,,-4.0,70.0,411.0,-67000.0,305000.0
27_3012,27_4054,27,1.0,0.0,11.0,140.0,197.0,69971.0,123000.0
27_3007,27_4054,27,1.0,0.0,11.0,109.0,197.0,53672.0,123000.0
27_1004,27_1020,27,1.0,26.0,0.0,229.0,323.0,-41702.0,36640.0
27_1020,27_1004,27,1.0,0.0,26.0,323.0,229.0,36640.0,-41702.0
27_2023,27_1004,27,1.0,0.0,26.0,323.0,229.0,-98000.0,-41702.0
4_A902,4_6055,4,2.0,3.0,,938.0,182.0,74551.0,43900.0
28_3099,28_7012,28,1.0,0.0,0.0,246.0,181.0,142766.0,110728.0
53_6048,53_1002,53,2.0,,,-18.0,,7000.0,
48_7165,48_5301,48,11.0,0.0,0.0,-306.0,17.0,-75701.0,10137.0
37_2819,37_A961,37,2.0,,-4.0,139.0,-6.0,26889.0,-1292.0
48_1113,48_1096,48,2.0,,31.0,69.0,59.0,37092.0,18160.0
55_A908,55_3008,55,1.0,-100.0,,767.0,174.0,293953.0,94933.0
55_A907,55_3008,55,1.0,-60.0,,767.0,174.0,293953.0,94933.0
55_A909,55_A902,55,1.0,-64.0,-64.0,767.0,767.0,293953.0,293953.0
55_B903,55_3008,55,1.0,-38.0,,643.0,174.0,260511.0,94933.0
55_B907,55_3008,55,1.0,-88.0,,643.0,174.0,260511.0,94933.0
55_B908,55_A902,55,1.0,-39.0,17.0,643.0,97.0,260511.0,37175.0
55_B909,55_A902,55,1.0,-80.0,-64.0,643.0,767.0,260511.0,293953.0
55_A903,55_3008,55,1.0,-86.0,,767.0,174.0,293953.0,94933.0
55_A901,55_B909,55,1.0,-100.0,-80.0,767.0,643.0,293953.0,260511.0
55_A902,55_A909,55,1.0,-64.0,-64.0,767.0,767.0,293953.0,293953.0
55_B901,55_B908,55,1.0,-25.0,31.0,643.0,-108.0,260511.0,-43756.0
55_B902,55_3008,55,1.0,-57.0,,643.0,174.0,260511.0,94933.0
47_2001,47_6022,47,2.0,0.0,,268.0,-28.0,72750.0,-128861.0
48_3835,48_3719,48,2.0,5.0,1.0,54.0,5.0,172250.0,-8137.0
30_7066,30_7076,30,1.0,,-3.0,27.0,-80.0,10740.0,-15651.0
8_7781,8_A414,8,2.0,0.0,0.0,-15.0,15.0,26512.0,64045.0
6_8534,6_3021,6,1.0,-14.0,0.0,-58.0,120.0,-14443.0,
48_3875,48_E410,48,2.0,0.0,0.0,3.0,-8.0,14390.0,8464.0
30_7076,30_7075,30,1.0,0.0,0.0,-12.0,340.0,-10108.0,132023.0
49_7086,49_D445,49,14.0,0.0,0.0,-470.0,-470.0,-106088.0,-106088.0
49_7085,49_1008,49,2.0,5.0,-10.0,454.0,-130.0,243043.0,-49088.0
31_C430,31_5052,31,11.0,0.0,,84.0,25.0,22075.0,10000.0
31_A410,31_3033,31,2.0,0.0,0.0,7.0,82.0,-6884.0,6000.0
31_C410,31_5052,31,11.0,0.0,,84.0,25.0,22075.0,10000.0
31_B410,31_7005,31,1.0,-3.0,0.0,230.0,147.0,59000.0,-83272.0
21_A410,21_4025,21,1.0,0.0,,513.0,209.0,58392.0,-455540.0
18_A430,18_1037,18,6.0,0.0,4.0,39.0,-92.0,1275.0,-16118.0
18_A410,18_1037,18,6.0,0.0,4.0,39.0,-92.0,1243.0,-16118.0
20_B410,20_1009,20,2.0,11.0,,-57.0,26.0,-10282.0,3606.0
29_B410,29_A320,29,2.0,,,-232.0,-22.0,-45227.0,-3852.0
29_B411,29_AA02,29,2.0,,0.0,-232.0,193.0,-45227.0,
20_A410,20_4063,20,1.0,0.0,-4.0,,259.0,,-229640.0
39_A412,39_4031,39,11.0,0.0,4.0,153.0,290.0,-113350.0,25348.0
39_A410,39_4031,39,11.0,0.0,4.0,153.0,290.0,-113350.0,25348.0
39_A411,39_4031,39,11.0,0.0,4.0,153.0,290.0,-113350.0,25348.0
29_A411,29_7054,29,1.0,0.0,0.0,759.0,172.0,421547.0,96682.0
29_A410,29_7054,29,1.0,-28.0,0.0,759.0,172.0,-111813.0,96682.0
29_A430,29_7054,29,1.0,0.0,0.0,759.0,172.0,421547.0,96682.0
18_5528,18_4042,18,6.0,,-1.0,-25.0,-21.0,-6570.0,-27441.0
18_5538,18_4042,18,6.0,,-1.0,-25.0,-21.0,-2624.0,-27441.0
32_A451,32_A458,32,1.0,,,33.0,33.0,104696.0,104696.0
32_A452,32_B320,32,1.0,,11.0,33.0,-25.0,104696.0,38000.0
32_A453,32_B320,32,1.0,,11.0,33.0,-25.0,104696.0,38000.0
32_A454,32_B320,32,1.0,,11.0,33.0,-25.0,104696.0,38000.0
32_A457,32_AA60,32,1.0,,-24.0,33.0,140.0,104696.0,
32_A458,32_A451,32,1.0,,,33.0,33.0,104696.0,104696.0
32_A459,32_A451,32,1.0,,,33.0,33.0,104696.0,104696.0
32_A455,32_AA61,32,1.0,,-8.0,33.0,140.0,104696.0,
32_A456,32_AA61,32,1.0,,-8.0,33.0,140.0,104696.0,
51_1002,51_1423,51,6.0,,-8.0,8.0,35.0,2000.0,8137.0
6_A340,6_2040,6,2.0,8.0,-19.0,24.0,10.0,2450.0,-20498.0
6_A330,6_2038,6,2.0,-2.0,-5.0,-106.0,152.0,-8192.0,
47_2008,47_1029,47,2.0,-19.0,-19.0,55.0,200.0,14996.0,41819.0
49_7082,49_3011,49,1.0,0.0,0.0,262.0,259.0,153839.0,99444.0
42_1691,42_1599,42,14.0,,-17.0,425.0,7.0,140000.0,29000.0
51_1419,51_1417,51,2.0,,-3.0,8.0,-294.0,1601.0,-212142.0
51_1423,51_1002,51,6.0,,-9.0,8.0,52.0,2483.0,17000.0
53_1006,53_7322,53,2.0,2.0,-30.0,83.0,-59.0,9318.0,-21110.0
6_3005,6_B441,6,1.0,,,-310.0,325.0,-178081.0,182096.0
48_1119,48_M330,48,2.0,-10.0,29.0,-2.0,0.0,-12558.0,2627.0
53_1008,53_6056,53,2.0,18.0,-1.0,0.0,135.0,-22747.0,-4916.0
53_3013,53_6056,53,2.0,,-1.0,-27.0,135.0,-4533.0,-4916.0
48_3845,48_5335,48,1.0,1.0,0.0,-121.0,-223.0,-134316.0,-281897.0
53_1005,53_7409,53,1.0,,0.0,-71.0,-31.0,-37507.0,42331.0
49_7083,49_3015,49,11.0,0.0,0.0,111.0,376.0,80102.0,154822.0
47_3109,47_3110,47,2.0,-50.0,-49.0,32.0,54.0,9888.0,10383.0
47_3110,47_3109,47,2.0,-49.0,-50.0,54.0,32.0,10383.0,9888.0
56_7773,56_7772,56,6.0,-1.0,,11.0,2.0,2000.0,1422.0
53_3014,53_6048,53,2.0,0.0,0.0,153.0,315.0,39926.0,47029.0
36_A340,36_4017,36,2.0,-38.0,0.0,-88.0,79.0,-20253.0,35245.0
36_A320,36_4017,36,2.0,-1.0,0.0,-136.0,79.0,-11424.0,35245.0
36_A330,36_4017,36,2.0,0.0,0.0,-136.0,79.0,-11424.0,35245.0
36_A350,36_4017,36,2.0,0.0,0.0,-136.0,79.0,-11468.0,35245.0
36_A321,36_4017,36,2.0,-4.0,0.0,-136.0,79.0,-11479.0,35245.0
36_A310,36_4017,36,2.0,-1.0,0.0,-136.0,79.0,-11439.0,35245.0
36_B350,36_B353,36,6.0,-13.0,,-10.0,-10.0,-2479.0,-2479.0
49_3011,49_C458,49,1.0,0.0,,209.0,34.0,106602.0,20437.0
49_3015,49_7083,49,11.0,0.0,0.0,376.0,851.0,154822.0,624997.0
49_1001,49_B330,49,6.0,-1.0,15.0,39.0,-6.0,25051.0,-1747.0
6_8150,6_7452,6,6.0,46.0,-12.0,421.0,-38.0,81058.0,-15000.0
6_8156,6_8150,6,6.0,-6.0,-46.0,17.0,8.0,16684.0,2159.0
8_7783,8_7035,8,1.0,9.0,0.0,391.0,-32.0,51219.0,-87861.0
4_7614,4_1022,4,1.0,0.0,0.0,190.0,312.0,-249862.0,71828.0
42_1627,42_9027,42,1.0,0.0,0.0,106.0,455.0,69642.0,149468.0
10_1450,10_1201,10,2.0,2.0,,24.0,23.0,3504.0,4011.0
56_7775,56_6032,56,7.0,-1.0,0.0,-35.0,53.0,-29438.0,7983.0
37_1645,37_A965,37,2.0,-8.0,-23.0,43.0,-6.0,-104485.0,-1314.0
24_A331,24_2401,24,2.0,1.0,0.0,80.0,-119.0,13957.0,-14333.0
24_A310,24_2401,24,2.0,0.0,0.0,80.0,-119.0,13476.0,-14333.0
24_A311,24_1632,24,2.0,-5.0,-11.0,80.0,44.0,13476.0,6172.0
24_A320,24_2401,24,2.0,0.0,0.0,80.0,-119.0,14016.0,-14333.0
24_A330,24_2401,24,2.0,0.0,0.0,80.0,-119.0,13957.0,-14333.0
24_A350,24_2401,24,2.0,-1.0,0.0,80.0,-119.0,13870.0,-14333.0
16_9034,16_1020,16,2.0,-13.0,-3.0,51.0,12.0,8000.0,4038.0
48_1093,48_5274,48,1.0,0.0,0.0,274.0,151.0,70008.0,45000.0
42_1606,42_1614,42,2.0,0.0,-26.0,25.0,133.0,32078.0,89876.0
42_C430,42_1614,42,2.0,,-26.0,130.0,133.0,41701.0,89876.0
10_4002,10_1201,10,2.0,0.0,,10.0,23.0,3000.0,4011.0
56_2037,56_1007,56,6.0,-1.0,0.0,42.0,1.0,10000.0,1009.0
56_6029,56_6031,56,2.0,8.0,-2.0,9.0,11.0,-3250.0,2446.0
56_6032,56_B310,56,7.0,0.0,,53.0,-5.0,7983.0,-3000.0
49_1008,49_7085,49,2.0,-10.0,5.0,-130.0,454.0,-49088.0,243043.0
49_3010,49_7082,49,1.0,18.0,0.0,,262.0,,153839.0
56_2015,56_2020,56,1.0,-2.0,0.0,84.0,99.0,27477.0,36496.0
53_1002,53_6056,53,2.0,,-1.0,,135.0,,-4916.0
53_3019,53_3812,53,11.0,0.0,,75.0,118.0,52661.0,37059.0
37_3816,37_1817,37,2.0,0.0,0.0,351.0,124.0,66000.0,5475.0
24_2401,24_A310,24,2.0,0.0,0.0,-119.0,80.0,-14333.0,13476.0
42_1599,42_A340,42,14.0,0.0,0.0,47.0,148.0,22000.0,152704.0
37_5037,37_1006,37,11.0,0.0,0.0,-108.0,1037.0,-23688.0,162757.0
37_5827,37_3816,37,2.0,0.0,,53.0,13.0,15000.0,4257.0
50_1004,50_1002,50,2.0,15.0,,-37.0,-50.0,-4862.0,-10726.0
42_B330,42_1608,42,6.0,-1.0,,-10.0,10.0,-5250.0,4048.0
42_B350,42_1608,42,6.0,0.0,,-10.0,10.0,-5532.0,4048.0
42_B351,42_1608,42,6.0,-2.0,,-10.0,10.0,-5546.0,4048.0
42_B310,42_1608,42,6.0,-1.0,,-10.0,10.0,-5732.0,4048.0
37_1817,37_1352,37,2.0,,-23.0,264.0,-30.0,36617.0,-11227.0
42_A340,42_1599,42,14.0,0.0,0.0,-210.0,47.0,-149469.0,22000.0
42_A350,42_1599,42,14.0,0.0,0.0,247.0,47.0,63809.0,22000.0
42_A320,42_1599,42,14.0,0.0,0.0,247.0,47.0,65766.0,22000.0
42_A330,42_1599,42,14.0,0.0,0.0,247.0,47.0,60612.0,22000.0
42_A310,42_1599,42,14.0,0.0,0.0,247.0,47.0,52104.0,22000.0
37_3807,37_5827,37,2.0,0.0,1.0,17.0,-58.0,-266801.0,-22683.0
8_3032,8_7035,8,1.0,0.0,0.0,120.0,-32.0,45741.0,-87861.0
16_1001,16_1020,16,2.0,2.0,-3.0,6.0,12.0,-2000.0,4038.0
8_2008,8_A310,8,2.0,14.0,12.0,192.0,40.0,25319.0,8000.0
16_3023,16_3017,16,1.0,0.0,0.0,-260.0,-102.0,-154687.0,-62547.0
16_1020,16_9032,16,2.0,0.0,1.0,28.0,,8790.0,
16_1009,16_5025,16,1.0,,2.0,650.0,48.0,331168.0,17481.0
16_3017,16_5025,16,1.0,0.0,2.0,-102.0,48.0,-62547.0,17481.0
16_1010,16_5025,16,1.0,7.0,,,88.0,,31281.0
6_3013,6_3042,6,1.0,0.0,-6.0,-309.0,363.0,-42000.0,158000.0
6_3017,6_9049,6,12.0,3.0,6.0,179.0,-429.0,23547.0,-99000.0
6_2053,6_9048,6,1.0,0.0,-3.0,-75.0,-126.0,-26000.0,-19717.0
32_3010,32_A456,32,1.0,0.0,,469.0,33.0,68879.0,104696.0
6_3042,6_3013,6,1.0,-6.0,0.0,363.0,-309.0,158000.0,-42000.0
6_3019,6_3005,6,1.0,19.0,,-309.0,192.0,-41000.0,143849.0
6_3024,6_3042,6,1.0,0.0,,-927.0,-334.0,-76000.0,-116000.0
6_9048,6_8534,6,1.0,3.0,-14.0,-120.0,-58.0,-45000.0,-14443.0
51_5008,51_1464,51,11.0,2.0,-3.0,-150.0,76.0,-32303.0,64000.0
54_4003,54_5007,54,2.0,0.0,,-118.0,-18.0,-48903.0,74380.0
42_5020,42_1623,42,11.0,1.0,,202.0,-823.0,-758441.0,-196983.0
51_A310,51_5010,51,1.0,-3.0,,448.0,,166046.0,
51_A321,51_5010,51,1.0,-7.0,,448.0,,167370.0,
51_A320,51_5010,51,1.0,-8.0,,448.0,,167352.0,
51_A330,51_5010,51,1.0,-9.0,,448.0,,167370.0,
51_A350,51_5010,51,1.0,-1.0,,448.0,,167352.0,
46_3052,46_3009,46,1.0,0.0,,13.0,-95.0,4979.0,-52743.0
6_3030,6_3013,6,1.0,-4.0,0.0,411.0,-309.0,305000.0,-42000.0
6_3021,6_8534,6,1.0,0.0,20.0,-139.0,-127.0,-52000.0,-77000.0
6_7493,6_7456,6,1.0,0.0,4.0,86.0,259.0,-140982.0,117171.0
6_9049,6_3017,6,12.0,,3.0,1200.0,179.0,275940.0,23547.0
8_7776,8_3032,8,1.0,0.0,3.0,142.0,-278.0,-331313.0,-106780.0
48_3679,48_1169,48,6.0,8.0,-3.0,-25.0,34.0,1680.0,4643.0
41_5005,41_5021,41,1.0,1.0,,175.0,293.0,117683.0,145992.0
53_7409,53_1005,53,1.0,0.0,2.0,-31.0,-93.0,42331.0,22000.0
5_3071,5_A601,5,2.0,0.0,0.0,274.0,-66.0,-62458.0,63903.0
49_C458,49_3011,49,1.0,,0.0,34.0,209.0,20437.0,106602.0
49_E450,49_E462,49,2.0,0.0,0.0,,,,
49_E452,49_E448,49,2.0,0.0,0.0,,,,
49_E448,49_E452,49,2.0,0.0,0.0,,,,
49_E449,49_E452,49,2.0,0.0,0.0,,,,
49_E462,49_E450,49,2.0,0.0,0.0,,,,
49_E446,49_E449,49,2.0,0.0,0.0,,,,
49_E456,49_1008,49,2.0,10.0,-10.0,,-130.0,,-49088.0
49_E461,49_E450,49,2.0,0.0,0.0,,,,
49_D430,49_D445,49,14.0,0.0,0.0,-470.0,-470.0,-106088.0,-106088.0
49_D431,49_D445,49,14.0,0.0,0.0,-470.0,-470.0,-106088.0,-106088.0
49_D460,49_D410,49,14.0,0.0,0.0,-470.0,-470.0,-106088.0,-106088.0
4_D310,4_C310,4,1.0,,,193.0,35.0,62346.0,8942.0
4_C310,4_D330,4,1.0,,-3.0,35.0,230.0,8942.0,46684.0
55_6352,55_3009,55,2.0,0.0,0.0,52.0,10.0,20688.0,3979.0
55_6354,55_3010,55,2.0,0.0,,52.0,-21.0,20688.0,6000.0
55_6353,55_3010,55,2.0,0.0,,23.0,-21.0,-80540.0,6000.0
55_6355,55_3010,55,2.0,0.0,,51.0,-21.0,-44290.0,6000.0
48_3579,48_H330,48,6.0,-1.0,3.0,129.0,28.0,21090.0,5033.0
38_3006,38_3005,38,2.0,0.0,,-3.0,-56.0,-1084.0,-30574.0
40_4163,40_C350,40,2.0,0.0,1.0,-156.0,-240.0,-121662.0,-58174.0
48_3689,48_3749,48,2.0,10.0,4.0,35.0,0.0,7833.0,2656.0
12_4057,12_4106,12,1.0,0.0,-23.0,385.0,65.0,74546.0,10984.0
48_3569,48_5323,48,1.0,-11.0,6.0,388.0,81.0,301479.0,-548116.0
19_3033,19_3055,19,2.0,0.0,,62.0,192.0,44376.0,140258.0
55_3009,55_3019,55,2.0,,0.0,-25.0,-2.0,-9669.0,-309.0
55_3014,55_B909,55,1.0,,3.0,36.0,703.0,15000.0,283074.0
21_3016,21_4025,21,1.0,0.0,,185.0,209.0,89808.0,-455540.0
18_3031,18_1037,18,6.0,0.0,4.0,-131.0,-92.0,-24386.0,-16118.0
5_4019,5_3058,5,12.0,0.0,-13.0,41.0,282.0,18641.0,92000.0
28_3090,28_3087,28,2.0,-33.0,-54.0,-49.0,3.0,-1205.0,383.0
18_4042,18_5538,18,6.0,-1.0,,-21.0,-25.0,-27441.0,-2624.0
28_3085,28_1802,28,2.0,8.0,10.0,17.0,85.0,-2732.0,35859.0
5_4046,5_A601,5,2.0,0.0,0.0,162.0,533.0,122000.0,-104600.0
12_1030,12_4000,12,2.0,,0.0,5.0,93.0,651.0,22982.0
18_3002,18_3003,18,2.0,0.0,,-1.0,225.0,-5327.0,88598.0
39_9006,39_5010,39,1.0,10.0,6.0,-28.0,15.0,-491323.0,-4000.0
48_1076,48_1087,48,14.0,3.0,-5.0,57.0,-47.0,10007.0,1475.0
5_A607,5_3071,5,2.0,0.0,0.0,61.0,274.0,22042.0,-62458.0
5_A608,5_3071,5,2.0,0.0,0.0,61.0,274.0,22042.0,-62458.0
5_A601,5_3071,5,2.0,0.0,0.0,61.0,274.0,21597.0,-62458.0
5_A602,5_3071,5,2.0,0.0,0.0,61.0,274.0,21820.0,-62458.0
5_A603,5_3071,5,2.0,0.0,0.0,61.0,274.0,22042.0,-62458.0
5_A604,5_3071,5,2.0,0.0,0.0,61.0,274.0,22042.0,-62458.0
5_A605,5_3071,5,2.0,0.0,0.0,61.0,274.0,21597.0,-62458.0
5_A606,5_3071,5,2.0,0.0,0.0,61.0,274.0,22042.0,-62458.0
48_5335,48_3845,48,1.0,0.0,1.0,-223.0,-121.0,-281897.0,-134316.0
28_5803,28_3019,28,2.0,1.0,0.0,-153.0,43.0,-107321.0,18991.0
12_4138,12_AA02,12,2.0,,-20.0,11.0,-3.0,12625.0,
48_1087,48_1076,48,14.0,-16.0,-1.0,103.0,-53.0,13349.0,-8396.0
28_3019,28_3091,28,2.0,0.0,0.0,145.0,23.0,51341.0,5000.0
31_4019,31_5052,31,11.0,,,-21.0,25.0,-6038.0,10000.0
48_4152,48_1039,48,2.0,0.0,-4.0,39.0,172.0,15000.0,-102845.0
35_1005,35_2118,35,1.0,0.0,-5.0,-1165.0,831.0,-228096.0,229916.0
19_3028,19_3055,19,2.0,0.0,,209.0,192.0,81261.0,140258.0
48_1094,48_1070,48,2.0,-8.0,0.0,25.0,290.0,9580.0,82161.0
48_1169,48_3679,48,6.0,-3.0,8.0,34.0,-25.0,4643.0,1680.0
12_3811,12_4106,12,1.0,8.0,-23.0,307.0,65.0,157033.0,10984.0
31_3023,31_7050,31,1.0,0.0,0.0,82.0,318.0,130012.0,-165528.0
29_5091,29_7054,29,1.0,-5.0,0.0,234.0,172.0,199000.0,96682.0
29_5081,29_7054,29,1.0,,0.0,234.0,172.0,202000.0,96682.0
20_4054,20_4063,20,1.0,0.0,-4.0,117.0,259.0,-138329.0,-229640.0
48_3719,48_1077,48,2.0,1.0,7.0,5.0,-6.0,-8137.0,-17533.0
46_3009,46_3013,46,1.0,,0.0,-95.0,15.0,-52743.0,-114836.0
48_3739,48_A507,48,2.0,-4.0,-3.0,-477.0,5.0,-161337.0,1359.0
48_B340,48_N330,48,2.0,0.0,-2.0,-8.0,-65.0,-1752.0,-19431.0
48_J330,48_L320,48,2.0,1.0,0.0,26.0,-126.0,10564.0,-29598.0
48_J340,48_1068,48,2.0,7.0,7.0,26.0,42.0,1000.0,-38120.0
48_I330,48_Q350,48,2.0,0.0,0.0,-8.0,-81.0,-9695.0,-30000.0
48_I340,48_Q350,48,2.0,0.0,0.0,-8.0,-81.0,-9695.0,-30000.0
48_E430,48_1068,48,2.0,0.0,1.0,-23.0,16.0,38792.0,18953.0
48_Q353,48_6179,48,2.0,0.0,2.0,-8.0,86.0,-5180.0,53753.0
12_B321,12_1030,12,2.0,-54.0,-56.0,-37.0,213.0,-1630.0,-1227.0
12_B352,12_1030,12,2.0,-54.0,-56.0,-37.0,213.0,-1126.0,-1227.0
12_B351,12_1030,12,2.0,-54.0,-56.0,-37.0,213.0,-5.0,-1227.0
12_B310,12_AA03,12,2.0,-34.0,-33.0,-37.0,-3.0,166.0,
12_B360,12_1030,12,2.0,-54.0,-56.0,-37.0,213.0,-184.0,-1227.0
48_E410,48_L320,48,2.0,0.0,0.0,-8.0,-126.0,8464.0,-29598.0
48_E420,48_L320,48,2.0,0.0,0.0,-8.0,-126.0,8464.0,-29598.0
48_B410,48_3865,48,2.0,0.0,0.0,-88.0,27.0,-37000.0,5000.0
48_B420,48_3865,48,2.0,0.0,0.0,-88.0,27.0,-37000.0,5000.0
48_D410,48_1039,48,2.0,6.0,-4.0,-106.0,172.0,-30530.0,-102845.0
48_D420,48_1039,48,2.0,0.0,-4.0,-106.0,172.0,-30530.0,-102845.0
48_J310,48_Q353,48,2.0,-1.0,0.0,-25.0,-8.0,-5047.0,-5180.0
48_B330,48_N330,48,2.0,0.0,-2.0,-170.0,-65.0,-49000.0,-19431.0
48_Q310,48_I350,48,2.0,0.0,0.0,-81.0,-8.0,-30000.0,-9687.0
48_Q320,48_I350,48,2.0,0.0,0.0,-81.0,-8.0,-30000.0,-9687.0
48_Q350,48_I350,48,2.0,0.0,0.0,-81.0,-8.0,-30000.0,-9687.0
